Distribution,Ordenation,Array Length,Time,Mean Time
Binomial,Insertion Sort,400,12.1875,11.71875
Binomial,Shell Sort,400,1.875,0.796875
Binomial,Quick Sort,400,0.9375,1.171875
Binomial,Quick Sort 2,400,0.0,0.703125
Binomial,Quick Sort 3,400,0.0,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,37.5,40.265625
Binomial,Insertion Sort,450,15.9375,15.890625
Binomial,Shell Sort,450,0.9375,1.078125
Binomial,Quick Sort,450,0.9375,1.921875
Binomial,Quick Sort 2,450,1.875,1.265625
Binomial,Quick Sort 3,450,1.875,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,49.6875,51.5625
Binomial,Insertion Sort,500,18.75,19.3125
Binomial,Shell Sort,500,1.875,1.125
Binomial,Quick Sort,500,2.8125,1.875
Binomial,Quick Sort 2,500,0.9375,1.171875
Binomial,Quick Sort 3,500,1.875,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,50.625,60.046875
Binomial,Insertion Sort,550,19.6875,25.5
Binomial,Shell Sort,550,0.9375,1.59375
Binomial,Quick Sort,550,4.6875,3.328125
Binomial,Quick Sort 2,550,0.9375,1.21875
Binomial,Quick Sort 3,550,0.0,0.890625
Binomial,Counting Sort,550,0.0,0.234375
Binomial,Selection Sort,600,65.625,76.453125
Binomial,Insertion Sort,600,30.0,28.921875
Binomial,Shell Sort,600,2.8125,1.78125
Binomial,Quick Sort,600,3.75,3.84375
Binomial,Quick Sort 2,600,0.0,1.5
Binomial,Quick Sort 3,600,0.0,0.796875
Binomial,Counting Sort,600,0.0,0.328125
Binomial,Selection Sort,650,76.875,85.40625
Binomial,Insertion Sort,650,39.375,42.65625
Binomial,Shell Sort,650,0.0,2.25
Binomial,Quick Sort,650,7.5,5.15625
Binomial,Quick Sort 2,650,0.9375,1.59375
Binomial,Quick Sort 3,650,1.875,1.171875
Binomial,Counting Sort,650,0.9375,0.328125
Binomial,Selection Sort,700,100.3125,90.890625
Binomial,Insertion Sort,700,42.1875,44.765625
Binomial,Shell Sort,700,0.9375,1.734375
Binomial,Quick Sort,700,4.6875,5.53125
Binomial,Quick Sort 2,700,2.8125,1.921875
Binomial,Quick Sort 3,700,1.875,1.078125
Binomial,Counting Sort,700,0.9375,0.421875
Binomial,Selection Sort,750,90.9375,113.671875
Binomial,Insertion Sort,750,41.25,52.078125
Binomial,Shell Sort,750,3.75,2.25
Binomial,Quick Sort,750,6.5625,6.65625
Binomial,Quick Sort 2,750,4.6875,2.203125
Binomial,Quick Sort 3,750,2.8125,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Geometric,Selection Sort,50,0.9375,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
Geometric,Shell Sort,50,0.0,0.0
Geometric,Quick Sort,50,0.0,0.0
Geometric,Quick Sort 2,50,0.0,0.0
Geometric,Quick Sort 3,50,0.0,0.140625
Geometric,Counting Sort,50,0.0,0.0
Geometric,Selection Sort,100,0.0,1.03125
Geometric,Insertion Sort,100,0.0,0.234375
Geometric,Shell Sort,100,0.9375,0.1875
Geometric,Quick Sort,100,0.0,0.0
Geometric,Quick Sort 2,100,0.0,0.046875
Geometric,Quick Sort 3,100,0.0,0.1875
Geometric,Counting Sort,100,0.0,0.09375
Geometric,Selection Sort,150,2.8125,2.296875
Geometric,Insertion Sort,150,0.0,0.9375
Geometric,Shell Sort,150,0.0,0.140625
Geometric,Quick Sort,150,0.0,0.09375
Geometric,Quick Sort 2,150,0.0,0.0
Geometric,Quick Sort 3,150,0.0,0.28125
Geometric,Counting Sort,150,0.9375,0.28125
Geometric,Selection Sort,200,6.5625,5.671875
Geometric,Insertion Sort,200,2.8125,2.015625
Geometric,Shell Sort,200,0.0,0.375
Geometric,Quick Sort,200,0.0,0.28125
Geometric,Quick Sort 2,200,0.0,0.046875
Geometric,Quick Sort 3,200,0.0,0.421875
Geometric,Counting Sort,200,0.0,0.1875
Geometric,Selection Sort,250,9.375,9.234375
Geometric,Insertion Sort,250,4.6875,3.234375
Geometric,Shell Sort,250,0.0,0.328125
Geometric,Quick Sort,250,0.0,0.421875
Geometric,Quick Sort 2,250,0.9375,0.375
Geometric,Quick Sort 3,250,0.0,0.609375
Geometric,Counting Sort,250,0.0,0.234375
Geometric,Selection Sort,300,9.375,14.203125
Geometric,Insertion Sort,300,8.4375,6.046875
Geometric,Shell Sort,300,1.875,0.796875
Geometric,Quick Sort,300,1.875,0.703125
Geometric,Quick Sort 2,300,0.9375,0.375
Geometric,Quick Sort 3,300,0.9375,0.9375
Geometric,Counting Sort,300,0.0,0.1875
Geometric,Selection Sort,350,21.5625,21.890625
Geometric,Insertion Sort,350,8.4375,9.09375
Geometric,Shell Sort,350,1.875,0.796875
Geometric,Quick Sort,350,0.9375,1.125
Geometric,Quick Sort 2,350,0.9375,0.65625
Geometric,Quick Sort 3,350,1.875,1.125
Geometric,Counting Sort,350,0.9375,0.46875
Geometric,Selection Sort,400,34.6875,30.421875
Geometric,Insertion Sort,400,14.0625,11.484375
Geometric,Shell Sort,400,0.9375,1.078125
Geometric,Quick Sort,400,0.9375,0.609375
Geometric,Quick Sort 2,400,0.9375,0.890625
Geometric,Quick Sort 3,400,1.875,1.21875
Geometric,Counting Sort,400,0.0,0.421875
Geometric,Selection Sort,450,37.5,37.875
Geometric,Insertion Sort,450,18.75,13.78125
Geometric,Shell Sort,450,0.9375,1.3125
Geometric,Quick Sort,450,1.875,1.171875
Geometric,Quick Sort 2,450,0.0,0.609375
Geometric,Quick Sort 3,450,1.875,1.546875
Geometric,Counting Sort,450,0.0,0.515625
Geometric,Selection Sort,500,50.625,48.328125
Geometric,Insertion Sort,500,19.6875,18.1875
Geometric,Shell Sort,500,2.8125,1.265625
Geometric,Quick Sort,500,1.875,1.3125
Geometric,Quick Sort 2,500,1.875,1.171875
Geometric,Quick Sort 3,500,1.875,1.359375
Geometric,Counting Sort,500,0.9375,0.5625
Geometric,Selection Sort,550,65.625,59.953125
Geometric,Insertion Sort,550,27.1875,26.4375
Geometric,Shell Sort,550,0.9375,1.21875
Geometric,Quick Sort,550,1.875,1.21875
Geometric,Quick Sort 2,550,2.8125,1.078125
Geometric,Quick Sort 3,550,3.75,1.875
Geometric,Counting Sort,550,0.0,0.5625
Geometric,Selection Sort,600,73.125,66.703125
Geometric,Insertion Sort,600,34.6875,31.734375
Geometric,Shell Sort,600,2.8125,1.828125
Geometric,Quick Sort,600,2.8125,1.828125
Geometric,Quick Sort 2,600,2.8125,1.5
Geometric,Quick Sort 3,600,1.875,2.25
Geometric,Counting Sort,600,0.9375,0.796875
Geometric,Selection Sort,650,69.375,83.109375
Geometric,Insertion Sort,650,36.5625,38.0625
Geometric,Shell Sort,650,1.875,2.015625
Geometric,Quick Sort,650,0.0,1.96875
Geometric,Quick Sort 2,650,1.875,1.875
Geometric,Quick Sort 3,650,1.875,3.140625
Geometric,Counting Sort,650,0.0,0.5625
Geometric,Selection Sort,700,107.8125,94.640625
Geometric,Insertion Sort,700,49.6875,43.640625
Geometric,Shell Sort,700,5.625,2.578125
Geometric,Quick Sort,700,1.875,2.484375
Geometric,Quick Sort 2,700,2.8125,1.546875
Geometric,Quick Sort 3,700,2.8125,2.390625
Geometric,Counting Sort,700,0.9375,0.5625
Geometric,Selection Sort,750,115.3125,111.28125
Geometric,Insertion Sort,750,46.875,52.640625
Geometric,Shell Sort,750,3.75,3.65625
Geometric,Quick Sort,750,3.75,2.90625
Geometric,Quick Sort 2,750,4.6875,2.4375
Geometric,Quick Sort 3,750,2.8125,3.46875
Geometric,Counting Sort,750,0.0,0.65625
Geometric,Selection Sort,50,0.0,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
Geometric,Shell Sort,50,0.0,0.0
Geometric,Quick Sort,50,0.0,0.0
Geometric,Quick Sort 2,50,0.0,0.0
Geometric,Quick Sort 3,50,0.9375,0.140625
Geometric,Counting Sort,50,0.0,0.0
Geometric,Selection Sort,100,0.9375,1.03125
Geometric,Insertion Sort,100,0.0,0.234375
Geometric,Shell Sort,100,0.0,0.1875
Geometric,Quick Sort,100,0.0,0.0
Geometric,Quick Sort 2,100,0.0,0.046875
Geometric,Quick Sort 3,100,0.0,0.1875
Geometric,Counting Sort,100,0.0,0.09375
Geometric,Selection Sort,150,0.9375,2.296875
Geometric,Insertion Sort,150,0.9375,0.9375
Geometric,Shell Sort,150,0.9375,0.140625
Geometric,Quick Sort,150,0.9375,0.09375
Geometric,Quick Sort 2,150,0.0,0.0
Geometric,Quick Sort 3,150,0.9375,0.28125
Geometric,Counting Sort,150,0.0,0.28125
Geometric,Selection Sort,200,7.5,5.671875
Geometric,Insertion Sort,200,2.8125,2.015625
Geometric,Shell Sort,200,0.9375,0.375
Geometric,Quick Sort,200,0.0,0.28125
Geometric,Quick Sort 2,200,0.0,0.046875
Geometric,Quick Sort 3,200,0.9375,0.421875
Geometric,Counting Sort,200,0.0,0.1875
Geometric,Selection Sort,250,10.3125,9.234375
Geometric,Insertion Sort,250,1.875,3.234375
Geometric,Shell Sort,250,0.9375,0.328125
Geometric,Quick Sort,250,0.0,0.421875
Geometric,Quick Sort 2,250,0.9375,0.375
Geometric,Quick Sort 3,250,0.9375,0.609375
Geometric,Counting Sort,250,0.0,0.234375
Geometric,Selection Sort,300,11.25,14.203125
Geometric,Insertion Sort,300,8.4375,6.046875
Geometric,Shell Sort,300,0.0,0.796875
Geometric,Quick Sort,300,0.9375,0.703125
Geometric,Quick Sort 2,300,0.0,0.375
Geometric,Quick Sort 3,300,0.0,0.9375
Geometric,Counting Sort,300,0.0,0.1875
Geometric,Selection Sort,350,24.375,21.890625
Geometric,Insertion Sort,350,1.875,9.09375
Geometric,Shell Sort,350,0.9375,0.796875
Geometric,Quick Sort,350,0.0,1.125
Geometric,Quick Sort 2,350,0.0,0.65625
Geometric,Quick Sort 3,350,0.9375,1.125
Geometric,Counting Sort,350,0.0,0.46875
Geometric,Selection Sort,400,24.375,30.421875
Geometric,Insertion Sort,400,11.25,11.484375
Geometric,Shell Sort,400,1.875,1.078125
Geometric,Quick Sort,400,0.9375,0.609375
Geometric,Quick Sort 2,400,0.9375,0.890625
Geometric,Quick Sort 3,400,2.8125,1.21875
Geometric,Counting Sort,400,0.0,0.421875
Geometric,Selection Sort,450,38.4375,37.875
Geometric,Insertion Sort,450,9.375,13.78125
Geometric,Shell Sort,450,1.875,1.3125
Geometric,Quick Sort,450,0.9375,1.171875
Geometric,Quick Sort 2,450,0.0,0.609375
Geometric,Quick Sort 3,450,0.9375,1.546875
Geometric,Counting Sort,450,0.9375,0.515625
Geometric,Selection Sort,500,42.1875,48.328125
Geometric,Insertion Sort,500,12.1875,18.1875
Geometric,Shell Sort,500,0.0,1.265625
Geometric,Quick Sort,500,0.9375,1.3125
Geometric,Quick Sort 2,500,1.875,1.171875
Geometric,Quick Sort 3,500,0.9375,1.359375
Geometric,Counting Sort,500,0.9375,0.5625
Geometric,Selection Sort,550,50.625,59.953125
Geometric,Insertion Sort,550,22.5,26.4375
Geometric,Shell Sort,550,0.0,1.21875
Geometric,Quick Sort,550,0.0,1.21875
Geometric,Quick Sort 2,550,0.9375,1.078125
Geometric,Quick Sort 3,550,1.875,1.875
Geometric,Counting Sort,550,2.8125,0.5625
Geometric,Selection Sort,600,69.375,66.703125
Geometric,Insertion Sort,600,34.6875,31.734375
Geometric,Shell Sort,600,0.9375,1.828125
Geometric,Quick Sort,600,2.8125,1.828125
Geometric,Quick Sort 2,600,0.0,1.5
Geometric,Quick Sort 3,600,2.8125,2.25
Geometric,Counting Sort,600,0.0,0.796875
Geometric,Selection Sort,650,90.0,83.109375
Geometric,Insertion Sort,650,40.3125,38.0625
Geometric,Shell Sort,650,1.875,2.015625
Geometric,Quick Sort,650,0.0,1.96875
Geometric,Quick Sort 2,650,2.8125,1.875
Geometric,Quick Sort 3,650,2.8125,3.140625
Geometric,Counting Sort,650,0.0,0.5625
Geometric,Selection Sort,700,87.1875,94.640625
Geometric,Insertion Sort,700,46.875,43.640625
Geometric,Shell Sort,700,1.875,2.578125
Geometric,Quick Sort,700,1.875,2.484375
Geometric,Quick Sort 2,700,2.8125,1.546875
Geometric,Quick Sort 3,700,1.875,2.390625
Geometric,Counting Sort,700,0.0,0.5625
Geometric,Selection Sort,750,114.375,111.28125
Geometric,Insertion Sort,750,55.3125,52.640625
Geometric,Shell Sort,750,3.75,3.65625
Geometric,Quick Sort,750,2.8125,2.90625
Geometric,Quick Sort 2,750,0.9375,2.4375
Geometric,Quick Sort 3,750,2.8125,3.46875
Geometric,Counting Sort,750,0.9375,0.65625
Geometric,Selection Sort,50,0.9375,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
Geometric,Shell Sort,50,0.0,0.0
Geometric,Quick Sort,50,0.0,0.0
Geometric,Quick Sort 2,50,0.0,0.0
Geometric,Quick Sort 3,50,0.0,0.140625
Geometric,Counting Sort,50,0.0,0.0
Geometric,Selection Sort,100,0.0,1.03125
Geometric,Insertion Sort,100,0.9375,0.234375
Geometric,Shell Sort,100,0.0,0.1875
Geometric,Quick Sort,100,0.0,0.0
Geometric,Quick Sort 2,100,0.0,0.046875
Geometric,Quick Sort 3,100,0.0,0.1875
Geometric,Counting Sort,100,0.0,0.09375
Geometric,Selection Sort,150,0.0,2.296875
Geometric,Insertion Sort,150,0.0,0.9375
Geometric,Shell Sort,150,0.0,0.140625
Geometric,Quick Sort,150,0.0,0.09375
Geometric,Quick Sort 2,150,0.0,0.0
Geometric,Quick Sort 3,150,0.0,0.28125
Geometric,Counting Sort,150,0.0,0.28125
Geometric,Selection Sort,200,7.5,5.671875
Geometric,Insertion Sort,200,1.875,2.015625
Geometric,Shell Sort,200,0.0,0.375
Geometric,Quick Sort,200,0.0,0.28125
Geometric,Quick Sort 2,200,0.0,0.046875
Geometric,Quick Sort 3,200,0.9375,0.421875
Geometric,Counting Sort,200,0.0,0.1875
Geometric,Selection Sort,250,6.5625,9.234375
Geometric,Insertion Sort,250,0.9375,3.234375
Geometric,Shell Sort,250,0.9375,0.328125
Geometric,Quick Sort,250,0.0,0.421875
Geometric,Quick Sort 2,250,0.0,0.375
Geometric,Quick Sort 3,250,0.9375,0.609375
Geometric,Counting Sort,250,0.0,0.234375
Geometric,Selection Sort,300,13.125,14.203125
Geometric,Insertion Sort,300,6.5625,6.046875
Geometric,Shell Sort,300,0.9375,0.796875
Geometric,Quick Sort,300,0.0,0.703125
Geometric,Quick Sort 2,300,0.0,0.375
Geometric,Quick Sort 3,300,0.9375,0.9375
Geometric,Counting Sort,300,0.0,0.1875
Geometric,Selection Sort,350,21.5625,21.890625
Geometric,Insertion Sort,350,8.4375,9.09375
Geometric,Shell Sort,350,0.9375,0.796875
Geometric,Quick Sort,350,0.9375,1.125
Geometric,Quick Sort 2,350,0.0,0.65625
Geometric,Quick Sort 3,350,0.9375,1.125
Geometric,Counting Sort,350,0.9375,0.46875
Geometric,Selection Sort,400,19.6875,30.421875
Geometric,Insertion Sort,400,8.4375,11.484375
Geometric,Shell Sort,400,0.9375,1.078125
Geometric,Quick Sort,400,0.0,0.609375
Geometric,Quick Sort 2,400,0.9375,0.890625
Geometric,Quick Sort 3,400,0.9375,1.21875
Geometric,Counting Sort,400,0.9375,0.421875
Geometric,Selection Sort,450,31.875,37.875
Geometric,Insertion Sort,450,17.8125,13.78125
Geometric,Shell Sort,450,0.9375,1.3125
Geometric,Quick Sort,450,0.9375,1.171875
Geometric,Quick Sort 2,450,0.0,0.609375
Geometric,Quick Sort 3,450,0.9375,1.546875
Geometric,Counting Sort,450,0.0,0.515625
Geometric,Selection Sort,500,42.1875,48.328125
Geometric,Insertion Sort,500,16.875,18.1875
Geometric,Shell Sort,500,1.875,1.265625
Geometric,Quick Sort,500,0.9375,1.3125
Geometric,Quick Sort 2,500,0.9375,1.171875
Geometric,Quick Sort 3,500,0.0,1.359375
Geometric,Counting Sort,500,0.9375,0.5625
Geometric,Selection Sort,550,60.0,59.953125
Geometric,Insertion Sort,550,27.1875,26.4375
Geometric,Shell Sort,550,1.875,1.21875
Geometric,Quick Sort,550,1.875,1.21875
Geometric,Quick Sort 2,550,1.875,1.078125
Geometric,Quick Sort 3,550,1.875,1.875
Geometric,Counting Sort,550,0.0,0.5625
Geometric,Selection Sort,600,64.6875,66.703125
Geometric,Insertion Sort,600,30.0,31.734375
Geometric,Shell Sort,600,1.875,1.828125
Geometric,Quick Sort,600,1.875,1.828125
Geometric,Quick Sort 2,600,0.9375,1.5
Geometric,Quick Sort 3,600,1.875,2.25
Geometric,Counting Sort,600,0.0,0.796875
Geometric,Selection Sort,650,74.0625,83.109375
Geometric,Insertion Sort,650,36.5625,38.0625
Geometric,Shell Sort,650,3.75,2.015625
Geometric,Quick Sort,650,1.875,1.96875
Geometric,Quick Sort 2,650,0.9375,1.875
Geometric,Quick Sort 3,650,3.75,3.140625
Geometric,Counting Sort,650,0.0,0.5625
Geometric,Selection Sort,700,100.3125,94.640625
Geometric,Insertion Sort,700,34.6875,43.640625
Geometric,Shell Sort,700,1.875,2.578125
Geometric,Quick Sort,700,1.875,2.484375
Geometric,Quick Sort 2,700,1.875,1.546875
Geometric,Quick Sort 3,700,4.6875,2.390625
Geometric,Counting Sort,700,0.9375,0.5625
Geometric,Selection Sort,750,120.9375,111.28125
Geometric,Insertion Sort,750,45.0,52.640625
Geometric,Shell Sort,750,1.875,3.65625
Geometric,Quick Sort,750,1.875,2.90625
Geometric,Quick Sort 2,750,2.8125,2.4375
Geometric,Quick Sort 3,750,4.6875,3.46875
Geometric,Counting Sort,750,0.9375,0.65625
Geometric,Selection Sort,50,0.0,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
Geometric,Shell Sort,50,0.0,0.0
Geometric,Quick Sort,50,0.0,0.0
Geometric,Quick Sort 2,50,0.0,0.0
Geometric,Quick Sort 3,50,0.0,0.140625
Geometric,Counting Sort,50,0.0,0.0
Geometric,Selection Sort,100,0.9375,1.03125
Geometric,Insertion Sort,100,0.0,0.234375
Geometric,Shell Sort,100,0.9375,0.1875
Geometric,Quick Sort,100,0.0,0.0
Geometric,Quick Sort 2,100,0.0,0.046875
Geometric,Quick Sort 3,100,0.0,0.1875
Geometric,Counting Sort,100,0.0,0.09375
Geometric,Selection Sort,150,1.875,2.296875
Geometric,Insertion Sort,150,1.875,0.9375
Geometric,Shell Sort,150,0.0,0.140625
Geometric,Quick Sort,150,0.0,0.09375
Geometric,Quick Sort 2,150,0.0,0.0
Geometric,Quick Sort 3,150,0.0,0.28125
Geometric,Counting Sort,150,0.9375,0.28125
Geometric,Selection Sort,200,4.6875,5.671875
Geometric,Insertion Sort,200,1.875,2.015625
Geometric,Shell Sort,200,0.0,0.375
Geometric,Quick Sort,200,0.0,0.28125
Geometric,Quick Sort 2,200,0.0,0.046875
Geometric,Quick Sort 3,200,0.9375,0.421875
Geometric,Counting Sort,200,0.0,0.1875
Geometric,Selection Sort,250,12.1875,9.234375
Geometric,Insertion Sort,250,4.6875,3.234375
Geometric,Shell Sort,250,0.0,0.328125
Geometric,Quick Sort,250,0.0,0.421875
Geometric,Quick Sort 2,250,0.9375,0.375
Geometric,Quick Sort 3,250,0.9375,0.609375
Geometric,Counting Sort,250,0.0,0.234375
Geometric,Selection Sort,300,17.8125,14.203125
Geometric,Insertion Sort,300,4.6875,6.046875
Geometric,Shell Sort,300,0.0,0.796875
Geometric,Quick Sort,300,0.9375,0.703125
Geometric,Quick Sort 2,300,0.9375,0.375
Geometric,Quick Sort 3,300,0.9375,0.9375
Geometric,Counting Sort,300,0.0,0.1875
Geometric,Selection Sort,350,26.25,21.890625
Geometric,Insertion Sort,350,11.25,9.09375
Geometric,Shell Sort,350,0.9375,0.796875
Geometric,Quick Sort,350,0.9375,1.125
Geometric,Quick Sort 2,350,1.875,0.65625
Geometric,Quick Sort 3,350,0.9375,1.125
Geometric,Counting Sort,350,0.0,0.46875
Geometric,Selection Sort,400,30.9375,30.421875
Geometric,Insertion Sort,400,8.4375,11.484375
Geometric,Shell Sort,400,0.0,1.078125
Geometric,Quick Sort,400,0.0,0.609375
Geometric,Quick Sort 2,400,0.9375,0.890625
Geometric,Quick Sort 3,400,0.0,1.21875
Geometric,Counting Sort,400,0.9375,0.421875
Geometric,Selection Sort,450,37.5,37.875
Geometric,Insertion Sort,450,4.6875,13.78125
Geometric,Shell Sort,450,1.875,1.3125
Geometric,Quick Sort,450,0.9375,1.171875
Geometric,Quick Sort 2,450,0.0,0.609375
Geometric,Quick Sort 3,450,0.9375,1.546875
Geometric,Counting Sort,450,1.875,0.515625
Geometric,Selection Sort,500,41.25,48.328125
Geometric,Insertion Sort,500,8.4375,18.1875
Geometric,Shell Sort,500,0.9375,1.265625
Geometric,Quick Sort,500,0.9375,1.3125
Geometric,Quick Sort 2,500,0.0,1.171875
Geometric,Quick Sort 3,500,0.0,1.359375
Geometric,Counting Sort,500,0.9375,0.5625
Geometric,Selection Sort,550,57.1875,59.953125
Geometric,Insertion Sort,550,27.1875,26.4375
Geometric,Shell Sort,550,1.875,1.21875
Geometric,Quick Sort,550,0.9375,1.21875
Geometric,Quick Sort 2,550,1.875,1.078125
Geometric,Quick Sort 3,550,1.875,1.875
Geometric,Counting Sort,550,0.0,0.5625
Geometric,Selection Sort,600,76.875,66.703125
Geometric,Insertion Sort,600,37.5,31.734375
Geometric,Shell Sort,600,1.875,1.828125
Geometric,Quick Sort,600,1.875,1.828125
Geometric,Quick Sort 2,600,2.8125,1.5
Geometric,Quick Sort 3,600,0.9375,2.25
Geometric,Counting Sort,600,0.0,0.796875
Geometric,Selection Sort,650,93.75,83.109375
Geometric,Insertion Sort,650,40.3125,38.0625
Geometric,Shell Sort,650,3.75,2.015625
Geometric,Quick Sort,650,2.8125,1.96875
Geometric,Quick Sort 2,650,2.8125,1.875
Geometric,Quick Sort 3,650,3.75,3.140625
Geometric,Counting Sort,650,1.875,0.5625
Geometric,Selection Sort,700,102.1875,94.640625
Geometric,Insertion Sort,700,38.4375,43.640625
Geometric,Shell Sort,700,0.9375,2.578125
Geometric,Quick Sort,700,2.8125,2.484375
Geometric,Quick Sort 2,700,0.0,1.546875
Geometric,Quick Sort 3,700,0.9375,2.390625
Geometric,Counting Sort,700,0.0,0.5625
Geometric,Selection Sort,750,103.125,111.28125
Geometric,Insertion Sort,750,47.8125,52.640625
Geometric,Shell Sort,750,2.8125,3.65625
Geometric,Quick Sort,750,2.8125,2.90625
Geometric,Quick Sort 2,750,1.875,2.4375
Geometric,Quick Sort 3,750,4.6875,3.46875
Geometric,Counting Sort,750,0.9375,0.65625
Geometric,Selection Sort,50,0.9375,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
Geometric,Shell Sort,50,0.0,0.0
Geometric,Quick Sort,50,0.0,0.0
Geometric,Quick Sort 2,50,0.0,0.0
Geometric,Quick Sort 3,50,0.0,0.140625
Geometric,Counting Sort,50,0.0,0.0
Geometric,Selection Sort,100,1.875,1.03125
Geometric,Insertion Sort,100,0.9375,0.234375
Geometric,Shell Sort,100,0.0,0.1875
Geometric,Quick Sort,100,0.0,0.0
Geometric,Quick Sort 2,100,0.0,0.046875
Geometric,Quick Sort 3,100,0.0,0.1875
Geometric,Counting Sort,100,0.0,0.09375
Geometric,Selection Sort,150,0.9375,2.296875
Geometric,Insertion Sort,150,0.9375,0.9375
Geometric,Shell Sort,150,0.0,0.140625
Geometric,Quick Sort,150,0.0,0.09375
Geometric,Quick Sort 2,150,0.0,0.0
Geometric,Quick Sort 3,150,0.0,0.28125
Geometric,Counting Sort,150,0.9375,0.28125
Geometric,Selection Sort,200,7.5,5.671875
Geometric,Insertion Sort,200,0.9375,2.015625
Geometric,Shell Sort,200,0.0,0.375
Geometric,Quick Sort,200,1.875,0.28125
Geometric,Quick Sort 2,200,0.0,0.046875
Geometric,Quick Sort 3,200,0.0,0.421875
Geometric,Counting Sort,200,0.0,0.1875
Geometric,Selection Sort,250,7.5,9.234375
Geometric,Insertion Sort,250,1.875,3.234375
Geometric,Shell Sort,250,0.0,0.328125
Geometric,Quick Sort,250,0.0,0.421875
Geometric,Quick Sort 2,250,0.0,0.375
Geometric,Quick Sort 3,250,0.9375,0.609375
Geometric,Counting Sort,250,0.9375,0.234375
Geometric,Selection Sort,300,11.25,14.203125
Geometric,Insertion Sort,300,6.5625,6.046875
Geometric,Shell Sort,300,0.9375,0.796875
Geometric,Quick Sort,300,0.0,0.703125
Geometric,Quick Sort 2,300,0.0,0.375
Geometric,Quick Sort 3,300,0.9375,0.9375
Geometric,Counting Sort,300,1.875,0.1875
Geometric,Selection Sort,350,23.4375,21.890625
Geometric,Insertion Sort,350,6.5625,9.09375
Geometric,Shell Sort,350,0.9375,0.796875
Geometric,Quick Sort,350,0.9375,1.125
Geometric,Quick Sort 2,350,0.9375,0.65625
Geometric,Quick Sort 3,350,0.0,1.125
Geometric,Counting Sort,350,0.0,0.46875
Geometric,Selection Sort,400,30.0,30.421875
Geometric,Insertion Sort,400,5.625,11.484375
Geometric,Shell Sort,400,0.9375,1.078125
Geometric,Quick Sort,400,1.875,0.609375
Geometric,Quick Sort 2,400,0.9375,0.890625
Geometric,Quick Sort 3,400,0.9375,1.21875
Geometric,Counting Sort,400,0.9375,0.421875
Geometric,Selection Sort,450,30.0,37.875
Geometric,Insertion Sort,450,12.1875,13.78125
Geometric,Shell Sort,450,0.9375,1.3125
Geometric,Quick Sort,450,0.9375,1.171875
Geometric,Quick Sort 2,450,0.9375,0.609375
Geometric,Quick Sort 3,450,0.9375,1.546875
Geometric,Counting Sort,450,0.0,0.515625
Geometric,Selection Sort,500,55.3125,48.328125
Geometric,Insertion Sort,500,20.625,18.1875
Geometric,Shell Sort,500,2.8125,1.265625
Geometric,Quick Sort,500,0.9375,1.3125
Geometric,Quick Sort 2,500,0.0,1.171875
Geometric,Quick Sort 3,500,1.875,1.359375
Geometric,Counting Sort,500,0.0,0.5625
Geometric,Selection Sort,550,51.5625,59.953125
Geometric,Insertion Sort,550,24.375,26.4375
Geometric,Shell Sort,550,1.875,1.21875
Geometric,Quick Sort,550,0.9375,1.21875
Geometric,Quick Sort 2,550,0.9375,1.078125
Geometric,Quick Sort 3,550,3.75,1.875
Geometric,Counting Sort,550,0.9375,0.5625
Geometric,Selection Sort,600,76.875,66.703125
Geometric,Insertion Sort,600,33.75,31.734375
Geometric,Shell Sort,600,2.8125,1.828125
Geometric,Quick Sort,600,0.0,1.828125
Geometric,Quick Sort 2,600,0.9375,1.5
Geometric,Quick Sort 3,600,2.8125,2.25
Geometric,Counting Sort,600,0.0,0.796875
Geometric,Selection Sort,650,75.9375,83.109375
Geometric,Insertion Sort,650,30.9375,38.0625
Geometric,Shell Sort,650,2.8125,2.015625
Geometric,Quick Sort,650,0.9375,1.96875
Geometric,Quick Sort 2,650,1.875,1.875
Geometric,Quick Sort 3,650,2.8125,3.140625
Geometric,Counting Sort,650,0.9375,0.5625
Geometric,Selection Sort,700,92.8125,94.640625
Geometric,Insertion Sort,700,35.625,43.640625
Geometric,Shell Sort,700,2.8125,2.578125
Geometric,Quick Sort,700,1.875,2.484375
Geometric,Quick Sort 2,700,0.0,1.546875
Geometric,Quick Sort 3,700,2.8125,2.390625
Geometric,Counting Sort,700,1.875,0.5625
Geometric,Selection Sort,750,87.1875,111.28125
Geometric,Insertion Sort,750,53.4375,52.640625
Geometric,Shell Sort,750,4.6875,3.65625
Geometric,Quick Sort,750,2.8125,2.90625
Geometric,Quick Sort 2,750,3.75,2.4375
Geometric,Quick Sort 3,750,5.625,3.46875
Geometric,Counting Sort,750,0.0,0.65625
Geometric,Selection Sort,50,0.0,0.1875
Geometric,Insertion Sort,50,0.0,0.09375
